Post,Date,Views,Replies,Upvotes,Link,Resolved
CME 105 New features and functionality,03-05-2018,108,2,0,https://supportforums.cisco.com//t5/ip-telephony/cme-10-5-new-features-and-functionality/td-p/3342287,0
Cisco 8851 Unable to make a conference ,03-09-2018,131,4,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-8851-unable-to-make-a-conference-after-transfer-process/td-p/3345614,0
XML Path 4 error 7811,03-13-2018,120,0,0,https://supportforums.cisco.com//t5/ip-telephony/xml-path-4-error-7811/td-p/3347320,0
CDR Storage,07-01-2015,108,1,0,https://supportforums.cisco.com//t5/ip-telephony/cdr-storage/td-p/2709772,0
Verint V5 SP2 HFR2 Recording with Cisco,07-14-2015,625,2,0,https://supportforums.cisco.com//t5/ip-telephony/verint-v5-sp2-hfr2-recording-with-cisco-be6000-version-10-5-2/td-p/2717922,0
Java Reports not working in CUE 71 wit,12-16-2014,212,0,0,https://supportforums.cisco.com//t5/ip-telephony/java-reports-not-working-in-cue-7-1-with-java-8-update-25/td-p/2594769,0
Unity Call HandlerCall Manager configu,01-27-2016,114,1,0,https://supportforums.cisco.com//t5/ip-telephony/unity-call-handler-call-manager-configuration/td-p/2804514,0
7942 IP,07-10-2015,77,1,0,https://supportforums.cisco.com//t5/ip-telephony/7942-ip/td-p/2707804,0
secondary IP on cucm ,03-10-2018,251,8,0,https://supportforums.cisco.com//t5/ip-telephony/secondary-ip-on-cucm/td-p/3345965,1
T140,03-22-2016,139,0,0,https://supportforums.cisco.com//t5/ip-telephony/t-140/td-p/2894303,0
forward incoming calls from sip trunk,03-11-2018,188,3,0,https://supportforums.cisco.com//t5/ip-telephony/forward-incoming-calls-from-sip-trunk/td-p/3346246,1
Cisco IP phone7940 TFTP TIMEOUT ERROR,07-08-2015,1520,2,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-ip-phone-7940-quot-tftp-timeout-error-message-quot/td-p/2696187,0
Design question on E164 TP vs Route Pa,03-12-2018,113,3,0,https://supportforums.cisco.com//t5/ip-telephony/design-question-on-e164-tp-vs-route-patterns/td-p/3347086,0
CUWL STD needs to upgrades from 105 to,03-08-2018,150,4,0,https://supportforums.cisco.com//t5/ip-telephony/cuwl-std-needs-to-upgrades-from-10-5-to-11-5/td-p/3345309,0
Can you tell me if UCOS 400044 Cis,03-12-2018,124,1,5,https://supportforums.cisco.com//t5/ip-telephony/can-you-tell-me-if-ucos-4-0-0-0-44-cisco-vmware-is-still/td-p/3347162,0
Cisco IP phone 7965 help with changing ,01-26-2018,54,1,5,https://supportforums.cisco.com//t5/ip-telephony/cisco-ip-phone-7965-help-with-changing-background/td-p/3319500,0
IP Communicator  Win10  Audio cutting,03-12-2018,69,1,0,https://supportforums.cisco.com//t5/ip-telephony/ip-communicator-win10-audio-cutting-out-with-windows/td-p/3346953,0
Power Cable for Cisco 8821 Desktop Char,02-26-2018,148,1,0,https://supportforums.cisco.com//t5/ip-telephony/power-cable-for-cisco-8821-desktop-charger/td-p/3338154,0
CP7945G  factory reset  TFTPD32 f,03-06-2018,394,13,0,https://supportforums.cisco.com//t5/ip-telephony/cp-7945g-factory-reset-tftpd32-firmware-update/td-p/3343163,0
Dial Peer matching but not routing,03-12-2018,76,3,0,https://supportforums.cisco.com//t5/ip-telephony/dial-peer-matching-but-not-routing/td-p/3346930,0
Incoming Calls to FXO card ring once t,08-29-2011,3119,8,0,https://supportforums.cisco.com//t5/ip-telephony/incoming-calls-to-fxo-card-ring-once-then-fast-busy/td-p/1770861,1
Entrust Tomcat Certificate,11-01-2012,281,5,5,https://supportforums.cisco.com//t5/ip-telephony/entrust-tomcat-certificate/td-p/2045583,0
Very strange CUCM behavior  One user a,03-05-2018,160,5,0,https://supportforums.cisco.com//t5/ip-telephony/very-strange-cucm-behavior-one-user-accidentally-dropped-into/td-p/3342516,0
CUCM Self Care Portal,03-12-2018,69,1,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-self-care-portal/td-p/3346808,0
No Codec,03-12-2018,158,4,0,https://supportforums.cisco.com//t5/ip-telephony/no-codec/td-p/3346713,0
CUCM web page search  Rows per page ,02-08-2017,305,4,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-web-page-search-rows-per-page-any-way-to-set-the-default/td-p/3044462,0
7942 Hang up on outbound call,03-12-2018,148,5,0,https://supportforums.cisco.com//t5/ip-telephony/7942-hang-up-on-outbound-call/td-p/3346689,1
8851 multi line last line used is first,03-06-2017,313,0,0,https://supportforums.cisco.com//t5/ip-telephony/8851-multi-line-last-line-used-is-first-choice-on-when-new-call/td-p/3016545,0
Rightfax,03-02-2018,474,31,0,https://supportforums.cisco.com//t5/ip-telephony/rightfax/td-p/3341571,0
Move CUCM version 911 on Physical ,03-11-2018,139,2,0,https://supportforums.cisco.com//t5/ip-telephony/move-cucm-version-9-1-1-on-physical-mcs-server-to-vmware/td-p/3346270,0
Password recovery on Cisco Nexus 5596T,04-19-2016,251,5,0,https://supportforums.cisco.com//t5/ip-telephony/password-recovery-on-cisco-nexus-5596t/td-p/2871128,0
Voicemail Messages easy question,07-01-2016,226,1,5,https://supportforums.cisco.com//t5/ip-telephony/voicemail-messages-easy-question/td-p/2869774,0
How to disable your voicemail,09-29-2016,1005,3,0,https://supportforums.cisco.com//t5/ip-telephony/how-to-disable-your-voicemail/td-p/2951865,0
Reverse DNS lookup failed installation ,04-22-2013,7523,6,10,https://supportforums.cisco.com//t5/ip-telephony/reverse-dns-lookup-failed-installation-cucm/td-p/2201731,1
FXO got hung after Shutdown,03-08-2018,183,6,5,https://supportforums.cisco.com//t5/ip-telephony/fxo-got-hung-after-shutdown/td-p/3344695,1
Phone keep reregistering,05-16-2016,909,11,0,https://supportforums.cisco.com//t5/ip-telephony/phone-keep-reregistering/td-p/2856965,1
telephonyservice unavailable router 88,03-10-2018,163,6,5,https://supportforums.cisco.com//t5/ip-telephony/telephony-service-unavailable-router-881/td-p/3346118,0
CME 115 files,03-08-2018,244,7,20,https://supportforums.cisco.com//t5/ip-telephony/cme-11-5-files/td-p/3344668,1
Unity Connection Direct Transfer to Voi,02-20-2014,3543,13,20,https://supportforums.cisco.com//t5/ip-telephony/unity-connection-direct-transfer-to-voicemail-for-e-164/td-p/2438902,0
Gateway SIP trunk to CVP,03-10-2018,132,4,10,https://supportforums.cisco.com//t5/ip-telephony/gateway-sip-trunk-to-cvp/td-p/3346058,0
how to clear the hung calls in CUBE,02-12-2014,1455,9,10,https://supportforums.cisco.com//t5/ip-telephony/how-to-clear-the-hung-calls-in-cube/td-p/2433743,0
what is the best and recommendedeasyf,03-10-2018,152,3,10,https://supportforums.cisco.com//t5/ip-telephony/what-is-the-best-and-recommended-easy-flexible-method-to/td-p/3346014,0
Problem with extension mobility using c,02-06-2017,217,4,0,https://supportforums.cisco.com//t5/ip-telephony/problem-with-extension-mobility-using-callmanager-express-and/td-p/3033197,0
force outgoing call cube pstn,03-08-2018,225,17,0,https://supportforums.cisco.com//t5/ip-telephony/force-outgoing-call-cube-pstn/td-p/3345102,0
Cisco 7940 keys not responding,07-28-2017,67,0,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-7940-keys-not-responding/td-p/3096513,0
H323 gateway and SIp trunk,03-10-2018,199,3,5,https://supportforums.cisco.com//t5/ip-telephony/h323-gateway-and-sip-trunk/td-p/3346078,1
Cisco ip phone 9971 getting registratio,03-10-2018,137,1,5,https://supportforums.cisco.com//t5/ip-telephony/cisco-ip-phone-9971-getting-registration-rejected/td-p/3346010,0
ISDN ISSUE  Cause i  0x85E6  Recover,03-10-2018,121,2,0,https://supportforums.cisco.com//t5/ip-telephony/isdn-issue-cause-i-0x85e6-recovery-on-timer-expiry/td-p/3346000,0
SIPUA failed to register to SIP provid,03-09-2018,120,1,0,https://supportforums.cisco.com//t5/ip-telephony/sip-ua-failed-to-register-to-sip-provider-due-to-my-cube-don-t/td-p/3345906,0
RTP only mode for VoIP Phone,03-09-2018,163,7,0,https://supportforums.cisco.com//t5/ip-telephony/rtp-only-mode-for-voip-phone/td-p/3345798,0
Issue obtaining full list of backup fil,03-09-2018,170,2,0,https://supportforums.cisco.com//t5/ip-telephony/issue-obtaining-full-list-of-backup-files-for-call-manager-11-5/td-p/3345878,0
Dial Peer Help Calling party matching ,03-09-2018,145,8,0,https://supportforums.cisco.com//t5/ip-telephony/dial-peer-help-calling-party-matching-dial-peer/td-p/3345793,0
CUCM  Flowroute outbound calls workin,03-09-2018,242,9,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-gt-flowroute-outbound-calls-working-but-dial-tones-are-not/td-p/3345759,1
SIP connection have no ring back for in,12-15-2016,651,7,0,https://supportforums.cisco.com//t5/ip-telephony/sip-connection-have-no-ring-back-for-incoming-calls/td-p/2970603,0
Call Forward All soft key is not displa,04-17-2017,286,6,0,https://supportforums.cisco.com//t5/ip-telephony/call-forward-all-soft-key-is-not-displayed-on-8811-in-cme-v11-6/td-p/3037981,0
Is it possible to flash a 7832 conferen,03-09-2018,200,3,0,https://supportforums.cisco.com//t5/ip-telephony/is-it-possible-to-flash-a-7832-conference-phone-from-mpp-to/td-p/3345688,1
Cisco 7821 Phone Configuration with Rin,03-08-2018,209,1,5,https://supportforums.cisco.com//t5/ip-telephony/cisco-7821-phone-configuration-with-ringcentral/td-p/3345358,1
Regenerating CUP Certs,03-08-2018,190,6,0,https://supportforums.cisco.com//t5/ip-telephony/regenerating-cup-certs/td-p/3344871,1
Call Queueing  Caller input ,03-09-2018,118,1,0,https://supportforums.cisco.com//t5/ip-telephony/call-queueing-caller-input/td-p/3345621,1
VPN from phones  7841,03-08-2018,217,4,0,https://supportforums.cisco.com//t5/ip-telephony/vpn-from-phones-7841/td-p/3344667,0
Cisco Finesse Generic Error Code,12-10-2014,965,1,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-finesse-generic-error-code/td-p/2563693,0
Translate or Transport DN,03-09-2018,162,0,0,https://supportforums.cisco.com//t5/ip-telephony/translate-or-transport-dn/td-p/3345532,0
CUCM 702 Directory Numbers Internal ,02-03-2010,9335,9,10,https://supportforums.cisco.com//t5/ip-telephony/cucm-7-0-2-directory-numbers-internal-caller-id/td-p/1402495,1
force outgoing call cube pstn,03-08-2018,148,7,0,https://supportforums.cisco.com//t5/ip-telephony/force-outgoing-call-cube-pstn/td-p/3345104,0
debug isdn no output,01-06-2018,283,8,0,https://supportforums.cisco.com//t5/ip-telephony/debug-isdn-no-output/td-p/3307266,0
CUBE  ADD Diversion header IF we see a,03-07-2018,324,7,10,https://supportforums.cisco.com//t5/ip-telephony/cube-add-diversion-header-if-we-see-a-specific-number-in-from/td-p/3344280,1
Voice Mail for HUNT PILOT,03-06-2018,203,7,0,https://supportforums.cisco.com//t5/ip-telephony/voice-mail-for-hunt-pilot/td-p/3343663,0
Whats the ideal way to prevent SIP Rei,12-08-2015,4764,18,70,https://supportforums.cisco.com//t5/ip-telephony/whats-the-ideal-way-to-prevent-sip-re-invite-options-when-cuc/td-p/2822226,1
CUCM back up issue  unable to contact ,04-30-2013,17978,22,75,https://supportforums.cisco.com//t5/ip-telephony/cucm-back-up-issue-unable-to-contact-server-master-or-local/td-p/2259763,1
CME Mixed shared line incoming calls bu,03-07-2018,133,6,0,https://supportforums.cisco.com//t5/ip-telephony/cme-mixed-shared-line-incoming-calls-busy-signal/td-p/3344346,0
Call routing with PSTN,03-08-2018,128,2,5,https://supportforums.cisco.com//t5/ip-telephony/call-routing-with-pstn/td-p/3344862,1
Outbound SIP calls dropping after 3 sec,03-07-2018,365,7,5,https://supportforums.cisco.com//t5/ip-telephony/outbound-sip-calls-dropping-after-3-seconds/td-p/3344110,1
Multiple LDAP integration,03-08-2018,78,1,0,https://supportforums.cisco.com//t5/ip-telephony/multiple-ldap-integration/td-p/3344734,0
CUCM 12 Background images configuratio,03-08-2018,133,2,5,https://supportforums.cisco.com//t5/ip-telephony/cucm-12-background-images-configuration-on-phones/td-p/3344897,0
Helpdesk User Cannot Login to CCM Page ,03-07-2018,131,3,0,https://supportforums.cisco.com//t5/ip-telephony/helpdesk-user-cannot-login-to-ccm-page-w-phone-admin-priveldges/td-p/3344377,0
IP Communicator ports,06-23-2014,3081,6,0,https://supportforums.cisco.com//t5/ip-telephony/ip-communicator-ports/td-p/2533487,0
IP Phone Called Party Transformation,10-12-2015,577,8,35,https://supportforums.cisco.com//t5/ip-telephony/ip-phone-called-party-transformation/td-p/2748837,1
Problem with H323gateway and HSRP,03-04-2013,830,4,10,https://supportforums.cisco.com//t5/ip-telephony/problem-with-h323gateway-and-hsrp/td-p/2189944,0
Parked Call Delay,08-23-2017,130,3,1,https://supportforums.cisco.com//t5/ip-telephony/parked-call-delay/td-p/3174951,1
Cisco phone CP6921 poor voice,03-07-2018,130,5,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-phone-cp-6921-poor-voice/td-p/3344335,0
Calls to external number going straight,03-07-2018,116,1,0,https://supportforums.cisco.com//t5/ip-telephony/calls-to-external-number-going-straight-to-voicemail/td-p/3344485,0
8851  Always use Prime Line setting,03-05-2018,261,2,0,https://supportforums.cisco.com//t5/ip-telephony/8851-always-use-prime-line-setting/td-p/3342764,0
Call Recording cant start if External,03-07-2018,117,1,0,https://supportforums.cisco.com//t5/ip-telephony/call-recording-can-t-start-if-external-phone-number-mask-is-not/td-p/3344012,0
Heed help for SIP Normalization Script,03-07-2018,179,0,0,https://supportforums.cisco.com//t5/ip-telephony/heed-help-for-sip-normalization-script/td-p/3344327,0
PLAR Does Not Working on cp3905,02-17-2015,1391,17,15,https://supportforums.cisco.com//t5/ip-telephony/plar-does-not-working-on-cp3905/td-p/2634573,0
Finding out status of upgrade via CLI,04-26-2009,10168,5,35,https://supportforums.cisco.com//t5/ip-telephony/finding-out-status-of-upgrade-via-cli/td-p/1185130,0
cucm with trunk  and external transfer,03-07-2018,106,1,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-with-trunk-and-external-transfer-problem/td-p/3343916,0
DID to SIP,03-06-2018,105,5,0,https://supportforums.cisco.com//t5/ip-telephony/did-to-sip/td-p/3343108,0
Call Handler with Call Queue not workin,03-06-2018,167,2,0,https://supportforums.cisco.com//t5/ip-telephony/call-handler-with-call-queue-not-working/td-p/3343307,1
Does the CP88413PCCK9 support VPN,03-05-2018,173,4,0,https://supportforums.cisco.com//t5/ip-telephony/does-the-cp-8841-3pcc-k9-support-vpn/td-p/3342730,0
CUCM 91 and Tesira SVC2,03-07-2018,210,0,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-9-1-and-tesira-svc-2/td-p/3344141,0
get call history from phone 7861,03-06-2018,173,4,15,https://supportforums.cisco.com//t5/ip-telephony/get-call-history-from-phone-7861/td-p/3343605,1
Cisco IP Phone 6921 not registered,03-05-2018,182,2,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-ip-phone-6921-not-registered/td-p/3342190,0
How to notify the caller that the recei,03-01-2018,260,7,15,https://supportforums.cisco.com//t5/ip-telephony/how-to-notify-the-caller-that-the-receiver-is-busy/td-p/3340505,1
Default linux shell on 8865,03-07-2018,123,2,5,https://supportforums.cisco.com//t5/ip-telephony/default-linux-shell-on-8865/td-p/3343947,1
IP PHONE REGISTRATION ISSUES OVER IPSEC,03-05-2018,195,3,0,https://supportforums.cisco.com//t5/ip-telephony/ip-phone-registration-issues-over-ipsec-vpn/td-p/3342248,0
Add failed Cannot insert or update pat,03-07-2018,231,1,5,https://supportforums.cisco.com//t5/ip-telephony/add-failed-cannot-insert-or-update-pattern-a-dn-exists-with-the/td-p/3343877,1
CP8851  8800 KEM with Asteriskbased ,02-25-2018,382,13,0,https://supportforums.cisco.com//t5/ip-telephony/cp-8851-8800-kem-with-asterisk-based-ip-pbx/td-p/3337632,1
SIP20 404 Not Found  CUCMTOCUBEIT,02-07-2018,774,11,10,https://supportforums.cisco.com//t5/ip-telephony/sip-2-0-404-not-found-cucm-to-cube-itsp-provider/td-p/3326516,1
Intermittent One way audio over ISDN PR,03-01-2018,227,8,0,https://supportforums.cisco.com//t5/ip-telephony/intermittent-one-way-audio-over-isdn-pri-on-a-cisco-uc540w/td-p/3340829,0
CME v12 8821 SIP phone no contacts in d,01-13-2018,294,3,5,https://supportforums.cisco.com//t5/ip-telephony/cme-v12-8821-sip-phone-no-contacts-in-directory/td-p/3310954,1
Downgrade one IP phone,03-05-2018,191,5,5,https://supportforums.cisco.com//t5/ip-telephony/downgrade-one-ip-phone/td-p/3342537,0
SIP 503 Service Unavailable Unable to f,03-02-2018,474,4,0,https://supportforums.cisco.com//t5/ip-telephony/sip-503-service-unavailable-unable-to-find-a-device-handler-for/td-p/3341493,0
Problem in siptrunk between 2811 and I,02-25-2018,367,14,15,https://supportforums.cisco.com//t5/ip-telephony/problem-in-sip-trunk-between-2811-and-isp-huawei-softx3000/td-p/3337380,1
CU Serviceability CDR report,03-05-2018,82,2,5,https://supportforums.cisco.com//t5/ip-telephony/cu-serviceability-cdr-report/td-p/3342973,0
DX80 not registering with cucm,06-29-2017,382,4,0,https://supportforums.cisco.com//t5/ip-telephony/dx-80-not-registering-with-cucm/td-p/3032992,0
SIP profile for Incoming Dialpeer,02-27-2018,382,19,15,https://supportforums.cisco.com//t5/ip-telephony/sip-profile-for-incoming-dial-peer/td-p/3338805,0
DID NUmbers,03-05-2018,84,2,0,https://supportforums.cisco.com//t5/ip-telephony/did-numbers/td-p/3342911,0
CUBE HA collect error,06-16-2016,570,13,0,https://supportforums.cisco.com//t5/ip-telephony/cube-ha-collect-error/td-p/2863718,0
7916 expansion module resetting,05-25-2016,220,5,0,https://supportforums.cisco.com//t5/ip-telephony/7916-expansion-module-resetting/td-p/2905443,0
SIP TRUNK between CUCME and Grandstream,03-06-2018,132,1,5,https://supportforums.cisco.com//t5/ip-telephony/sip-trunk-between-cucme-and-grandstream-pbx/td-p/3343147,0
Call from Auto Attendant Rings straight,06-23-2015,489,8,0,https://supportforums.cisco.com//t5/ip-telephony/call-from-auto-attendant-rings-straight-to-vm-does-not-ring/td-p/2707086,0
Cisco IP Phone 7811 unprovisioned,03-05-2018,267,3,5,https://supportforums.cisco.com//t5/ip-telephony/cisco-ip-phone-7811-unprovisioned/td-p/3342431,1
How to adjust the Time Zone in ISR4321,02-22-2018,189,5,5,https://supportforums.cisco.com//t5/ip-telephony/how-to-adjust-the-time-zone-in-isr4321/td-p/3335695,1
Enable  Disable URI in Call History of,03-04-2018,153,2,5,https://supportforums.cisco.com//t5/ip-telephony/enable-disable-uri-in-call-history-of-a-cisco-phone/td-p/3341873,1
calling number on SIP trunk,03-05-2018,82,1,0,https://supportforums.cisco.com//t5/ip-telephony/calling-number-on-sip-trunk/td-p/3342922,0
